cluster,avg_jsd_front,avg_jsd_right,avg_jsd_back,avg_jsd_left,most_distinct_jsd_score
1,0.37849284261992666,0.3917058154080054,0.3810242183357082,0.4146455808942161,0.4648321186302295
2,0.302594339367068,0.320322618532956,0.30977866339812854,0.3163107268073571,0.37283530522653896
3,0.18511299626824015,0.18340192508650008,0.18453706998940678,0.19079307693151173,0.22055925840284465
4,0.13967930776423665,0.1405908822010313,0.14323762446677385,0.14073827324641017,0.16594731759591305
5,0.2205861621186582,0.2489232350398284,0.22208613133996835,0.241557574661975,0.27601522589313576
6,0.2756043902426424,0.238875719324905,0.28366921088616415,0.23764312547209648,0.31758092439448415
